scientific name,eBird species group
Aimophila rufescens,New World Sparrows
Aimophila rufescens antonensis,New World Sparrows
Aimophila rufescens mcleodii,New World Sparrows
Aimophila rufescens rufescens,New World Sparrows
Aimophila rufescens pyrgitoides,New World Sparrows
Aimophila rufescens pectoralis,New World Sparrows
Aimophila rufescens discolor,New World Sparrows
Aimophila rufescens hypaethra,New World Sparrows
Aimophila ruficeps,New World Sparrows
Aimophila ruficeps ruficeps,New World Sparrows
Aimophila ruficeps canescens,New World Sparrows
Aimophila ruficeps obscura,New World Sparrows
Aimophila ruficeps sanctorum,New World Sparrows
Aimophila ruficeps sororia,New World Sparrows
Aimophila ruficeps scottii,New World Sparrows
Aimophila ruficeps rupicola,New World Sparrows
Aimophila ruficeps simulans,New World Sparrows
Aimophila ruficeps eremoeca,New World Sparrows
Aimophila ruficeps fusca,New World Sparrows
Aimophila ruficeps boucardi,New World Sparrows
Aimophila ruficeps australis,New World Sparrows
Aimophila notosticta,New World Sparrows
Pipilo chlorurus,New World Sparrows
Pipilo maculatus,New World Sparrows
Pipilo maculatus [oregonus Group],New World Sparrows
Pipilo maculatus oregonus,New World Sparrows
Pipilo maculatus falcifer,New World Sparrows
Pipilo maculatus megalonyx,New World Sparrows
Pipilo maculatus clementae,New World Sparrows
Pipilo maculatus umbraticola,New World Sparrows
Pipilo maculatus consobrinus,New World Sparrows
Pipilo maculatus magnirostris,New World Sparrows
Pipilo maculatus arcticus,New World Sparrows
Pipilo maculatus [maculatus Group],New World Sparrows
Pipilo maculatus curtatus,New World Sparrows
Pipilo maculatus falcinellus,New World Sparrows
Pipilo maculatus montanus,New World Sparrows
Pipilo maculatus gaigei,New World Sparrows
Pipilo maculatus griseipygius,New World Sparrows
Pipilo maculatus orientalis,New World Sparrows
Pipilo maculatus maculatus,New World Sparrows
Pipilo maculatus sympatricus,New World Sparrows
Pipilo maculatus vulcanorum,New World Sparrows
Pipilo maculatus oaxacae,New World Sparrows
Pipilo maculatus chiapensis,New World Sparrows
Pipilo maculatus repetens,New World Sparrows
Pipilo maculatus macronyx,New World Sparrows
Pipilo maculatus socorroensis,New World Sparrows
Pipilo chlorurus x maculatus,New World Sparrows
Pipilo erythrophthalmus,New World Sparrows
Pipilo erythrophthalmus erythrophthalmus/canaster,New World Sparrows
Pipilo erythrophthalmus erythrophthalmus,New World Sparrows
Pipilo erythrophthalmus canaster,New World Sparrows
Pipilo erythrophthalmus alleni/rileyi,New World Sparrows
Pipilo erythrophthalmus rileyi,New World Sparrows
Pipilo erythrophthalmus alleni,New World Sparrows
Pipilo maculatus x erythrophthalmus,New World Sparrows
Pipilo maculatus/erythrophthalmus,New World Sparrows
Pipilo ocai,New World Sparrows
Pipilo ocai alticola,New World Sparrows
Pipilo ocai nigrescens,New World Sparrows
Pipilo ocai guerrerensis,New World Sparrows
Pipilo ocai brunnescens,New World Sparrows
Pipilo ocai ocai,New World Sparrows
Pipilo maculatus x ocai,New World Sparrows
Melozone/Pipilo sp.,New World Sparrows
Pselliophorus tibialis,New World Sparrows
Pselliophorus luteoviridis,New World Sparrows
Atlapetes pileatus,New World Sparrows
Atlapetes pileatus dilutus,New World Sparrows
Atlapetes pileatus pileatus,New World Sparrows
Atlapetes albinucha,New World Sparrows
Atlapetes albinucha albinucha,New World Sparrows
Atlapetes albinucha [gutturalis Group],New World Sparrows
Atlapetes albinucha griseipectus,New World Sparrows
Atlapetes albinucha fuscipygius,New World Sparrows
Atlapetes albinucha parvirostris,New World Sparrows
Atlapetes albinucha brunnescens,New World Sparrows
Atlapetes albinucha coloratus,New World Sparrows
Atlapetes albinucha azuerensis,New World Sparrows
Atlapetes albinucha gutturalis,New World Sparrows
Atlapetes albofrenatus,New World Sparrows
Atlapetes albofrenatus albofrenatus,New World Sparrows
Atlapetes albofrenatus meridae,New World Sparrows
Atlapetes personatus,New World Sparrows
Atlapetes personatus personatus,New World Sparrows
Atlapetes personatus collaris,New World Sparrows
Atlapetes personatus duidae,New World Sparrows
Atlapetes personatus parui,New World Sparrows
Atlapetes personatus paraquensis,New World Sparrows
Atlapetes personatus jugularis,New World Sparrows
Atlapetes melanocephalus,New World Sparrows
Atlapetes semirufus,New World Sparrows
Atlapetes semirufus zimmeri,New World Sparrows
Atlapetes semirufus majusculus,New World Sparrows
Atlapetes semirufus semirufus,New World Sparrows
Atlapetes semirufus denisei,New World Sparrows
Atlapetes semirufus benedettii,New World Sparrows
Atlapetes semirufus albigula,New World Sparrows
Atlapetes flaviceps,New World Sparrows
Atlapetes fuscoolivaceus,New World Sparrows
Atlapetes leucopis,New World Sparrows
Atlapetes albiceps,New World Sparrows
Atlapetes rufigenis,New World Sparrows
Atlapetes tricolor,New World Sparrows
Atlapetes tricolor crassus,New World Sparrows
Atlapetes tricolor tricolor,New World Sparrows
Atlapetes schistaceus,New World Sparrows
Atlapetes schistaceus [schistaceus Group],New World Sparrows
Atlapetes schistaceus schistaceus,New World Sparrows
Atlapetes schistaceus tamae,New World Sparrows
Atlapetes schistaceus fumidus,New World Sparrows
Atlapetes schistaceus castaneifrons,New World Sparrows
Atlapetes schistaceus taczanowskii,New World Sparrows
Atlapetes pallidinucha,New World Sparrows
Atlapetes pallidinucha pallidinucha,New World Sparrows
Atlapetes pallidinucha papallactae,New World Sparrows
Atlapetes blancae,New World Sparrows
Atlapetes latinuchus,New World Sparrows
Atlapetes latinuchus nigrifrons,New World Sparrows
Atlapetes latinuchus [latinuchus Group],New World Sparrows
Atlapetes latinuchus elaeoprorus,New World Sparrows
Atlapetes latinuchus caucae,New World Sparrows
Atlapetes latinuchus spodionotus,New World Sparrows
Atlapetes latinuchus comptus,New World Sparrows
Atlapetes latinuchus latinuchus,New World Sparrows
Atlapetes latinuchus chugurensis,New World Sparrows
Atlapetes latinuchus baroni,New World Sparrows
Atlapetes latinuchus yariguierum,New World Sparrows
Atlapetes leucopterus,New World Sparrows
Atlapetes leucopterus leucopterus/dresseri,New World Sparrows
Atlapetes leucopterus leucopterus,New World Sparrows
Atlapetes leucopterus dresseri,New World Sparrows
Atlapetes leucopterus paynteri,New World Sparrows
Atlapetes pallidiceps,New World Sparrows
Atlapetes seebohmi,New World Sparrows
Atlapetes seebohmi celicae,New World Sparrows
Atlapetes seebohmi simonsi,New World Sparrows
Atlapetes seebohmi seebohmi,New World Sparrows
Atlapetes nationi,New World Sparrows
Atlapetes nationi nationi,New World Sparrows
Atlapetes nationi brunneiceps,New World Sparrows
Atlapetes forbesi,New World Sparrows
Atlapetes melanopsis,New World Sparrows
Atlapetes terborghi,New World Sparrows
Atlapetes canigenis,New World Sparrows
Atlapetes melanolaemus,New World Sparrows
Atlapetes rufinucha,New World Sparrows
Atlapetes rufinucha rufinucha,New World Sparrows
Atlapetes rufinucha carrikeri,New World Sparrows
Atlapetes fulviceps,New World Sparrows
Atlapetes citrinellus,New World Sparrows
Atlapetes sp.,New World Sparrows
Passerellidae sp. (sparrow sp.),New World Sparrows
Calyptophilus tertius,Chat-Tanagers and Hispaniolan Tanagers
Calyptophilus frugivorus,Chat-Tanagers and Hispaniolan Tanagers
Calyptophilus frugivorus frugivorus,Chat-Tanagers and Hispaniolan Tanagers
Calyptophilus frugivorus neibae,Chat-Tanagers and Hispaniolan Tanagers
Calyptophilus frugivorus abbotti,Chat-Tanagers and Hispaniolan Tanagers
Phaenicophilus palmarum,Chat-Tanagers and Hispaniolan Tanagers
Phaenicophilus poliocephalus,Chat-Tanagers and Hispaniolan Tanagers
Phaenicophilus poliocephalus poliocephalus,Chat-Tanagers and Hispaniolan Tanagers
Phaenicophilus poliocephalus coryi,Chat-Tanagers and Hispaniolan Tanagers
Phaenicophilus palmarum x poliocephalus,Chat-Tanagers and Hispaniolan Tanagers
Xenoligea montana,Chat-Tanagers and Hispaniolan Tanagers
Microligea palustris,Chat-Tanagers and Hispaniolan Tanagers
Microligea palustris palustris,Chat-Tanagers and Hispaniolan Tanagers
Microligea palustris vasta,Chat-Tanagers and Hispaniolan Tanagers
Nesospingus speculiferus,Puerto Rican Tanager
Spindalis zena,Spindalises
Spindalis zena zena,Spindalises
Spindalis zena townsendi,Spindalises
Spindalis zena pretrei,Spindalises
Spindalis zena salvini,Spindalises
Spindalis zena benedicti,Spindalises
Spindalis nigricephala,Spindalises
Spindalis dominicensis,Spindalises
Spindalis portoricensis,Spindalises
Zeledonia coronata,Wrenthrush
Teretistris fernandinae,Cuban Warblers
Teretistris fornsi,Cuban Warblers
Teretistris fornsi fornsi,Cuban Warblers
Teretistris fornsi turquinensis,Cuban Warblers
Teretistris fernandinae x fornsi,Cuban Warblers
Icteria virens,Yellow-breasted Chat
Icteria virens virens,Yellow-breasted Chat
Icteria virens auricollis,Yellow-breasted Chat
Xanthocephalus xanthocephalus,Blackbirds
Dolichonyx oryzivorus,Blackbirds
Sturnella neglecta,Blackbirds
Sturnella neglecta confluenta,Blackbirds
Sturnella neglecta neglecta,Blackbirds
Sturnella magna,Blackbirds
Sturnella magna hippocrepis,Blackbirds
Sturnella magna [magna Group],Blackbirds
Sturnella magna magna,Blackbirds
Sturnella magna argutula,Blackbirds
Sturnella magna hoopesi,Blackbirds
Sturnella magna alticola,Blackbirds
Sturnella magna mexicana,Blackbirds
Sturnella magna griscomi,Blackbirds
Sturnella magna inexspectata,Blackbirds
Sturnella magna subulata,Blackbirds
Sturnella magna meridionalis,Blackbirds
Sturnella magna paralios,Blackbirds
Sturnella magna monticola,Blackbirds
Sturnella magna praticola,Blackbirds
Sturnella magna quinta,Blackbirds
Sturnella magna [lilianae Group],Blackbirds
Sturnella magna lilianae,Blackbirds
Sturnella magna auropectoralis,Blackbirds
Sturnella magna saundersi,Blackbirds
Sturnella neglecta x magna,Blackbirds
Sturnella neglecta/magna,Blackbirds
Leistes militaris,Blackbirds
Leistes superciliaris,Blackbirds
Leistes bellicosus,Blackbirds
Leistes bellicosus bellicosus,Blackbirds
Leistes bellicosus albipes,Blackbirds
Leistes defilippii,Blackbirds
Leistes loyca,Blackbirds
Leistes loyca catamarcanus,Blackbirds
Leistes loyca loyca,Blackbirds
Leistes loyca falklandicus,Blackbirds
Amblycercus holosericeus,Blackbirds
Amblycercus holosericeus holosericeus/flavirostris,Blackbirds
Amblycercus holosericeus holosericeus,Blackbirds
Amblycercus holosericeus flavirostris,Blackbirds
Amblycercus holosericeus australis,Blackbirds
Cassiculus melanicterus,Blackbirds
Psarocolius angustifrons,Blackbirds
Psarocolius angustifrons [angustifrons Group],Blackbirds
Psarocolius angustifrons salmoni,Blackbirds
Psarocolius angustifrons atrocastaneus,Blackbirds
Psarocolius angustifrons sincipitalis,Blackbirds
Psarocolius angustifrons neglectus,Blackbirds
Psarocolius angustifrons angustifrons,Blackbirds
Psarocolius angustifrons alfredi,Blackbirds
Psarocolius angustifrons oleagineus,Blackbirds
Psarocolius atrovirens,Blackbirds
Psarocolius viridis,Blackbirds
Psarocolius decumanus,Blackbirds
Psarocolius decumanus melanterus,Blackbirds
Psarocolius decumanus insularis,Blackbirds
Psarocolius decumanus decumanus,Blackbirds
Psarocolius decumanus maculosus,Blackbirds
Psarocolius wagleri,Blackbirds
Psarocolius wagleri wagleri,Blackbirds
Psarocolius wagleri ridgwayi,Blackbirds
Psarocolius montezuma,Blackbirds
Psarocolius guatimozinus,Blackbirds
Psarocolius cassini,Blackbirds
Psarocolius bifasciatus,Blackbirds
Psarocolius bifasciatus yuracares/neivae,Blackbirds
Psarocolius bifasciatus yuracares,Blackbirds
Psarocolius bifasciatus neivae,Blackbirds
Psarocolius bifasciatus bifasciatus,Blackbirds
Psarocolius sp.,Blackbirds
Cacicus solitarius,Blackbirds
Cacicus chrysopterus,Blackbirds
Cacicus sclateri,Blackbirds
Cacicus koepckeae,Blackbirds
Cacicus uropygialis,Blackbirds
Cacicus uropygialis microrhynchus,Blackbirds
Cacicus uropygialis pacificus,Blackbirds
Cacicus uropygialis uropygialis,Blackbirds
Cacicus cela,Blackbirds
Cacicus cela flavicrissus/vitellinus,Blackbirds
Cacicus cela vitellinus,Blackbirds
Cacicus cela flavicrissus,Blackbirds
Cacicus cela cela,Blackbirds
Cacicus chrysonotus,Blackbirds
Cacicus chrysonotus leucoramphus/peruvianus,Blackbirds
Cacicus chrysonotus leucoramphus,Blackbirds
Cacicus chrysonotus peruvianus,Blackbirds
Cacicus chrysonotus chrysonotus,Blackbirds
Cacicus latirostris,Blackbirds
Cacicus haemorrhous,Blackbirds
Cacicus haemorrhous haemorrhous,Blackbirds
Cacicus haemorrhous affinis,Blackbirds
Cacicus oseryi,Blackbirds
Cacicus sp.,Blackbirds
Icterus dominicensis,Blackbirds
Icterus melanopsis,Blackbirds
Icterus northropi,Blackbirds
Icterus portoricensis,Blackbirds
Icterus laudabilis,Blackbirds
Icterus oberi,Blackbirds
Icterus bonana,Blackbirds
Icterus wagleri,Blackbirds
Icterus wagleri castaneopectus,Blackbirds
Icterus wagleri wagleri,Blackbirds
Icterus maculialatus,Blackbirds
Icterus prosthemelas,Blackbirds
Icterus prosthemelas prosthemelas,Blackbirds
Icterus prosthemelas praecox,Blackbirds
Icterus spurius,Blackbirds
Icterus spurius spurius,Blackbirds
Icterus spurius fuertesi,Blackbirds
Icterus cucullatus,Blackbirds
Icterus cucullatus cucullatus/sennetti,Blackbirds
Icterus cucullatus sennetti,Blackbirds
Icterus cucullatus cucullatus,Blackbirds
Icterus cucullatus [nelsoni Group],Blackbirds
Icterus cucullatus nelsoni,Blackbirds
Icterus cucullatus trochiloides,Blackbirds
Icterus cucullatus restrictus,Blackbirds
Icterus cucullatus igneus,Blackbirds
Icterus spurius/cucullatus,Blackbirds
Icterus chrysater,Blackbirds
Icterus chrysater chrysater,Blackbirds
Icterus chrysater mayensis,Blackbirds
Icterus chrysater giraudii,Blackbirds
Icterus chrysater hondae,Blackbirds
Icterus auricapillus,Blackbirds
Icterus graceannae,Blackbirds
Icterus mesomelas,Blackbirds
Icterus mesomelas mesomelas,Blackbirds
Icterus mesomelas salvinii,Blackbirds
Icterus mesomelas carrikeri,Blackbirds
Icterus mesomelas taczanowskii,Blackbirds
Icterus mesomelas xantholemus,Blackbirds
Icterus graceannae/mesomelas,Blackbirds
Icterus cayanensis,Blackbirds
Icterus cayanensis chrysocephalus,Blackbirds
Icterus cayanensis cayanensis,Blackbirds
